feature,class
"[-724.80554     48.51857    -26.606659    19.0179     -21.321672
    3.5959423  -24.302107    -1.374396   -18.040558   -11.570795
  -12.398141   -17.255335    -8.012694   -19.537008    -7.3101664
  -18.283699    -5.6862926  -12.278438    -8.697597    -5.7969522
   -9.120884    -4.6303134   -7.3580103    1.0938804   -4.279385
    4.7614074    4.549722     7.813725     7.5414715    4.030575
    4.989192     2.5825663    6.3458295    3.8038013    7.1894403
    2.0314152    2.35442      4.074472     5.826988     4.9773726]",shut_to_learn
"[-7.5075098e+02  7.6862602e+01 -2.8074526e+01  3.3205589e+01
 -3.8057846e+01  1.0408208e+01 -2.5851765e+01 -3.9421544e+00
 -2.3919605e+01 -9.5270424e+00 -1.3412949e+01 -2.0574759e+01
 -5.5822377e+00 -2.2602076e+01 -4.9426775e+00 -1.7419891e+01
 -5.4338675e+00 -1.2977483e+01 -7.1038451e+00 -7.6633177e+00
 -7.7503419e+00 -1.7982394e+00 -5.6031656e+00  2.3102367e+00
 -5.3699708e+00  1.4573581e+00 -5.4793363e+00 -2.0489265e-01
 -1.9921681e+00  2.1402848e+00  7.0157213e+00  5.5662127e+00
  1.0496246e+01  5.2607117e+00  8.4295979e+00  3.3117480e+00
  8.0252810e+00  5.5314522e+00  6.8775434e+00  6.7744436e+00]",shut_to_learn
"[-7.4962146e+02  7.2840744e+01 -3.4344158e+01  2.8832928e+01
 -3.6417240e+01  1.2337891e+01 -3.0537308e+01 -3.8136313e+00
 -2.3714750e+01 -1.2434205e+01 -1.0615872e+01 -2.0665354e+01
 -7.1183958e+00 -2.1894709e+01 -7.4313598e+00 -1.8050320e+01
 -3.5569730e+00 -1.0459469e+01 -6.1562185e+00 -7.5794349e+00
 -5.2396364e+00 -5.1447225e-01 -2.6465309e+00  6.7668629e+00
 -3.6558056e+00  4.5999255e+00  1.2413328e+00  6.8285499e+00
  3.6157656e+00  4.9717202e+00  6.7035565e+00  1.6621965e+00
  3.9533734e+00  1.5831852e+00  6.5567241e+00  1.6208329e+00
  6.2594438e+00  3.4791353e+00  4.5003695e+00  1.8451165e+00]",shut_to_learn
"[-7.1360181e+02  7.3904312e+01 -2.2498283e+01  1.3355958e+01
 -3.6475887e+01  9.4763577e-01 -2.4025848e+01 -9.2586527e+00
 -2.1315001e+01 -1.1373878e+01 -1.1977843e+01 -1.9773048e+01
 -1.0468161e+01 -1.9201082e+01 -5.0254292e+00 -1.3581711e+01
 -4.6241298e+00 -1.0658491e+01 -5.2933373e+00 -5.7179108e+00
 -8.9897709e+00 -2.1075540e+00 -7.2010989e+00 -1.6927005e+00
 -4.9932313e+00  1.3099378e-01 -1.8341247e+00  4.2911124e+00
  5.1788692e+00  4.7254195e+00  5.0777907e+00  3.3897851e+00
  7.0342126e+00  3.0096176e+00  8.4981918e+00  5.6843519e+00
  6.8811193e+00  5.6801476e+00  5.3603969e+00  5.8709307e+00]",shut_to_learn
"[-6.9634540e+02  6.9357498e+01 -3.9301041e+01  2.9764017e+01
 -2.3982569e+01  2.3858659e+00 -2.9163963e+01 -8.0930538e+00
 -2.4877747e+01 -1.6570131e+01 -1.7603823e+01 -2.1839315e+01
 -1.2835926e+01 -2.7108362e+01 -8.0945950e+00 -1.7228128e+01
 -3.1072607e+00 -6.0915203e+00 -5.4776211e+00 -5.3012929e+00
 -5.4208498e+00 -2.2715864e+00 -3.7296121e+00  6.8112149e+00
 -6.3152474e-01  6.4977398e+00  1.4755398e+00  1.4556103e+00
  4.4655028e-01 -1.5540685e-01  2.3958395e+00  1.8839300e+00
  4.9156499e+00  1.4968274e+00  6.4877505e+00  3.3560672e+00
  7.3340302e+00  5.9721913e+00  4.1918478e+00  4.5553012e+00]",shut_to_learn
"[-6.9701691e+02  7.6845276e+01 -5.5208092e+01  1.2870509e+01
 -3.1056431e+01  1.9617167e+00 -3.4859119e+01 -1.1349832e+01
 -2.1271160e+01 -9.4783211e+00 -1.5253776e+01 -2.2368982e+01
 -3.4722872e+00 -1.3672132e+01 -4.8503246e+00 -2.0235060e+01
  1.2164654e+00  6.6647285e-01 -3.6324000e+00 -8.2495098e+00
 -9.9762650e+00 -3.2062752e+00 -7.2105546e+00 -3.7638080e+00
 -6.1571250e+00  1.0033439e+01  5.8261461e+00  6.0837650e+00
  5.4471984e+00  6.6207147e+00  8.0416603e+00  3.4333918e+00
  5.3333249e+00  1.4475557e+00  7.0327373e+00  2.9286103e+00
  5.3489742e+00  2.9464860e+00  2.2350757e+00  2.7629328e+00]",shut_to_learn
"[-6.1527319e+02  7.4689575e+01 -3.3130661e+01  8.8435373e+00
 -3.1472754e+01 -6.8244896e+00 -2.0316328e+01 -5.4703517e+00
 -1.5958182e+01 -1.7446735e+01 -1.3161013e+01 -1.9136564e+01
 -1.3013026e+01 -2.1034306e+01 -1.0496327e+01 -1.1452419e+01
 -9.4405756e+00 -1.2320947e+01 -5.0646062e+00 -4.6360583e+00
 -6.9421964e+00 -5.3572738e-01 -4.7149606e+00 -3.8402159e+00
 -4.7218509e+00  1.5883821e-01 -2.7712619e+00 -1.2765045e+00
  5.5390519e-01 -1.1470662e+00  1.5394408e+00  3.5432923e+00
  3.7067854e+00  1.8106995e+00  6.0158091e+00  7.1228948e+00
  1.0363624e+01  1.1005235e+01  1.0713314e+01  7.4525185e+00]",shut_to_learn
"[-6.4347943e+02  9.0848312e+01 -5.2236542e+01  1.2573815e+01
 -3.7403229e+01 -4.5451307e+00 -3.6856297e+01 -1.1513486e+01
 -2.6312195e+01 -1.5763537e+01 -1.6262932e+01 -2.3734297e+01
 -8.2058773e+00 -1.9424074e+01 -7.5625525e+00 -1.9373777e+01
 -2.4390280e+00 -6.3929777e+00 -6.0063095e+00 -6.5083694e+00
 -5.9333510e+00  1.9128934e-01 -6.2508326e+00  1.0844598e-01
 -4.6594567e+00  3.4155231e+00 -1.2873490e-01  2.9999661e+00
  2.3537834e+00  2.9251294e+00  5.4467053e+00  1.9003671e+00
  3.3579199e+00  1.7603393e+00  7.6680379e+00  2.2572422e+00
  5.8150945e+00  6.0417728e+00  5.3685007e+00  3.5289547e+00]",shut_to_learn
"[-729.901       65.83786    -15.655368    20.11676    -26.308224
    4.623823   -20.93074     -1.977463   -19.15077    -13.675447
  -13.486448   -21.568869    -9.591906   -20.009674    -8.76034
  -16.87394     -8.305568   -11.322717    -9.43894     -9.287037
   -8.426787    -4.1102543   -6.3041015    2.7428322   -2.723915
    1.1259087   -1.2334074    1.6034011    2.7672756    4.67608
    6.9099007    4.2815304    6.1223593    2.3347588    4.7300053
    3.548254     6.4814644    4.7942367    5.337477     5.047205 ]",shut_to_learn
"[-7.4436475e+02  4.4177208e+01 -2.1330681e+01  1.2031347e+01
 -2.7001265e+01  6.4169817e+00 -1.9719315e+01 -3.6676896e+00
 -1.6214705e+01 -1.3121515e+01 -8.0474014e+00 -1.4343370e+01
 -6.5702639e+00 -1.7292191e+01 -5.8143902e+00 -1.1984558e+01
 -4.2833257e+00 -6.5302663e+00 -6.9363651e+00 -2.7437320e+00
 -4.4224210e+00 -3.3225391e+00 -3.8071082e+00  1.3040205e+00
 -1.7999450e+00  2.7621903e+00 -7.2745800e-01  1.7091789e+00
  1.8194709e+00  3.8830081e-01  2.4351556e+00 -5.4745033e-02
  2.5001285e+00  2.9554679e+00  5.8714099e+00  4.0210185e+00
  3.8356755e+00  3.3610213e+00  4.8418407e+00  4.6830597e+00]",shut_to_learn
"[-7.3458038e+02  5.3898365e+01 -2.6008436e+01  3.2164532e+01
 -3.2616463e+01  2.8207669e+00 -3.0861906e+01 -2.4072468e+00
 -2.1079037e+01 -1.3523739e+01 -1.0411873e+01 -2.2952152e+01
 -6.8613343e+00 -1.9809250e+01 -6.6434450e+00 -1.4277656e+01
 -3.8422151e+00 -7.4733496e+00 -5.3217731e+00 -4.9572015e+00
 -4.5771198e+00  1.1145421e+00 -2.8899860e+00  4.0673552e+00
 -7.3697704e-01  3.9356821e+00  2.8812824e-02  2.2038729e+00
  2.8446752e-01  1.0374013e+00  1.9364775e+00  9.1078448e-01
  4.4677606e+00  1.5241603e+00  6.1373739e+00  3.0507460e+00
  5.5514498e+00  3.7428329e+00  5.8140416e+00  3.5482819e+00]",shut_to_learn
"[-7.1134998e+02  6.2231712e+01 -2.3066330e+01  4.0807943e+00
 -2.4867895e+01 -5.2999824e-01 -1.9728340e+01 -1.0110176e+01
 -1.7479069e+01 -1.4386412e+01 -1.3157129e+01 -1.8508389e+01
 -1.1537846e+01 -1.7731468e+01 -5.4992499e+00 -1.2038407e+01
 -7.3288913e+00 -6.6797328e+00 -6.4464211e+00 -4.5655713e+00
 -5.3523040e+00 -1.8913797e+00 -2.3074994e+00  4.1962237e+00
  1.3021132e+00  4.9782405e+00  4.1509681e+00  4.0417233e+00
  3.0459728e+00  2.0192952e+00  4.8361850e+00  2.9637258e+00
  5.0294271e+00  2.3373666e+00  3.8942518e+00  3.5746837e+00
  4.2640128e+00  4.1925468e+00  2.6795211e+00  1.8399581e+00]",shut_to_learn
"[-735.58704     84.8513     -26.537231    19.871174   -41.154285
    4.3840523  -29.318756    -1.3173152  -14.551996    -8.400597
  -11.525523   -21.156464   -11.13549    -23.99357     -6.2471924
  -16.193521    -4.577688   -10.805727    -5.7951517   -5.7058544
   -6.7816877   -1.5470101   -6.363087     0.8047699   -3.5191245
    4.0005746   -1.0440567    4.566026     3.0321434    3.338794
    4.6710944    1.7535223    5.657833     2.74469      8.007899
    3.1982396    7.234033     4.7880926    4.8244224    5.1383357]",shut_to_learn
"[-7.5911621e+02  7.1503883e+01 -1.8174181e+01  2.5363485e+01
 -3.1867716e+01  1.0363751e+01 -2.5453688e+01 -1.7876496e+00
 -1.9705118e+01 -1.1523598e+01 -1.2293940e+01 -1.9953369e+01
 -7.5499969e+00 -1.9221869e+01 -5.3127398e+00 -1.7232521e+01
 -5.9026241e+00 -1.2940598e+01 -7.3497972e+00 -7.2926073e+00
 -7.2282691e+00 -2.3723741e+00 -6.7893553e+00  2.6840737e+00
 -2.7756083e+00  3.2703066e+00 -2.0128379e+00  2.6457801e+00
  6.4189982e-01  1.7647016e+00  4.5619931e+00  2.6578362e+00
  7.1963615e+00  3.3929608e+00  7.3335276e+00  3.3033531e+00
  7.1952415e+00  5.2546468e+00  6.8475242e+00  5.9586563e+00]",shut_to_learn
"[-6.05835022e+02  1.07942535e+02 -5.70904808e+01 -3.93213654e+00
 -4.19592514e+01 -1.46389532e+01 -3.26107941e+01 -1.12879601e+01
 -2.60025043e+01 -1.93447437e+01 -2.05009995e+01 -2.40659180e+01
 -9.69034386e+00 -2.15916710e+01 -7.37245846e+00 -1.39285717e+01
 -8.55665112e+00 -8.88923264e+00 -2.74991560e+00 -5.61878729e+00
 -5.33686781e+00  1.14208984e+00 -4.49788094e+00  8.85648668e-01
 -3.22219998e-01  6.45181847e+00  4.05839062e+00  6.90611076e+00
  3.08059406e+00  1.97830498e+00  4.36370182e+00  2.65504551e+00
  5.49474192e+00  1.66119242e+00  5.13458300e+00  2.53751040e+00
  3.87514186e+00  2.75425148e+00  2.90817690e+00  1.07273364e+00]",shut_to_learn
"[-7.32632446e+02  6.24820290e+01 -2.52920437e+01  2.54636936e+01
 -3.67039223e+01  1.23693895e+01 -2.66436596e+01 -3.79033476e-01
 -1.81362152e+01 -1.02014475e+01 -1.19340296e+01 -1.95708504e+01
 -8.74811649e+00 -2.00656853e+01 -2.94685364e+00 -1.65773468e+01
 -2.11176515e+00 -1.03063107e+01 -6.74781275e+00 -6.88162231e+00
 -8.60574150e+00 -4.09435511e+00 -5.67261600e+00  2.05865049e+00
 -6.31719112e+00  2.75228763e+00 -2.72129416e+00  7.45709240e-01
 -1.02193594e+00 -3.57583463e-01  8.09101224e-01 -5.92327476e-01
  5.70278692e+00  3.33157086e+00  8.78175735e+00  7.08098555e+00
  1.16507950e+01  6.70700502e+00  6.29048395e+00  5.37580490e+00]",shut_to_learn
"[-7.44235779e+02  6.78452759e+01 -2.60956554e+01  3.17576866e+01
 -3.78165321e+01  1.09949818e+01 -2.46455364e+01 -3.77912307e+00
 -2.43988037e+01 -1.41817875e+01 -1.20399742e+01 -1.92135239e+01
 -6.34898663e+00 -1.91336918e+01 -2.89606071e+00 -1.74036160e+01
 -7.23933077e+00 -1.21499777e+01 -6.43354464e+00 -8.51118660e+00
 -7.67517662e+00 -7.32736886e-01 -6.20030499e+00  2.10844302e+00
 -4.19875526e+00  2.65859246e+00 -1.22108173e+00  2.92895389e+00
  1.72010148e+00  4.32479525e+00  4.75482893e+00  1.88668680e+00
  5.16324377e+00  2.82043248e-01  7.11961794e+00  5.10657930e+00
  8.85776329e+00  5.34144402e+00  5.42731571e+00  4.22558975e+00]",shut_to_learn
"[-6.9844794e+02  6.2136078e+01 -2.5712633e+01  1.7597374e+01
 -3.3566658e+01  1.5912100e+00 -2.5055834e+01 -8.0452394e+00
 -1.6800312e+01 -1.7244215e+01 -1.6815229e+01 -1.9657774e+01
 -1.1797694e+01 -1.9774492e+01 -4.0370870e+00 -1.2277214e+01
 -3.7173643e+00 -7.1298704e+00 -6.1104217e+00 -5.3002758e+00
 -8.2375374e+00 -4.9210243e+00 -6.2681584e+00  9.5347619e-01
  4.4540879e-01  6.1572223e+00  6.3971174e-01  2.0842135e+00
  4.0574726e-01 -2.2599861e-01  4.3899899e+00  4.3609600e+00
  6.7382135e+00  4.0140710e+00  6.2293811e+00  3.7193859e+00
  5.6317835e+00  5.5028377e+00  5.1137571e+00  2.3800278e+00]",shut_to_learn
"[-7.2635156e+02  7.3691681e+01 -3.8955368e+01  3.2265766e+01
 -3.4079384e+01  1.2020347e+01 -3.5370590e+01 -6.0306664e+00
 -2.5407759e+01 -1.4302801e+01 -1.4094867e+01 -2.2337097e+01
 -6.2276783e+00 -2.2226706e+01 -4.4707208e+00 -1.6354548e+01
 -2.7995524e+00 -1.1686845e+01 -7.3500872e+00 -6.4742393e+00
 -4.4416394e+00  2.0826907e+00 -3.3072150e+00  5.7058482e+00
 -1.7938046e+00  5.9796138e+00  7.1582097e-01  4.6988459e+00
  2.6695237e+00  1.5753199e+00  1.1792345e+00  1.2156487e+00
  5.3596954e+00  4.5727089e-01  5.5497961e+00 -3.7641284e-01
  2.9944100e+00  8.0401623e-01  4.7892885e+00  4.6594677e+00]",shut_to_learn
"[-742.6172      53.476784   -15.201825    20.590435   -19.284304
    3.338909   -23.674776    -8.694977   -21.120296   -17.246464
  -11.591656   -17.651167   -10.985173   -17.16073     -5.7087603
  -14.182108    -4.123003    -8.127981    -7.636933    -3.9689791
   -7.2385035   -3.0804875   -4.258284     2.4617052   -1.5550119
    2.7025383    2.6015666    5.0385113    5.3196635    3.9415607
    4.198304     1.2387038    5.466755     3.908386     6.190284
    4.49369      5.114454     3.0306177    3.0945725    4.1156445]",shut_to_learn
"[-6.5454340e+02  5.8137794e+01 -3.5065685e+01  1.4055103e+01
 -3.4709927e+01 -4.5348730e+00 -3.1792673e+01 -7.4481120e+00
 -2.0837891e+01 -1.5234653e+01 -9.9645586e+00 -2.2857635e+01
 -6.5800643e+00 -1.7083841e+01 -8.7762470e+00 -1.5025852e+01
 -7.7096305e+00 -5.5524669e+00 -3.1939902e+00 -3.2155678e+00
 -3.2319729e+00  2.1207788e+00 -3.3099298e+00  9.5400423e-02
 -3.0776360e+00  2.7076674e+00  2.5553873e+00  1.9796791e+00
  2.6578481e+00  4.8802481e+00  3.5232029e+00 -4.0871447e-01
  1.8772322e+00  7.9335445e-01  2.4852300e+00 -1.3324739e+00
  2.6947825e+00  3.5452702e+00  4.4460912e+00  5.2944059e+00]",shut_to_learn
"[-7.9028363e+02  5.6395290e+01 -2.5969145e+01  3.0263454e+01
 -2.9143059e+01  1.5063265e+01 -2.2954706e+01  1.8646704e-01
 -1.8614820e+01 -9.0997095e+00 -9.7774048e+00 -1.7820143e+01
 -4.9774814e+00 -1.8225441e+01 -3.2732873e+00 -1.4353324e+01
 -2.0927980e+00 -9.8338804e+00 -4.1364541e+00 -5.4287076e+00
 -7.1597252e+00 -1.9284759e+00 -6.7536159e+00  1.7853516e+00
 -4.3545723e+00  2.3163581e+00 -2.6014507e+00  3.6989367e+00
  2.4256737e+00  3.4092860e+00  6.3842473e+00  3.8723922e+00
  7.2550707e+00  3.4907551e+00  8.7377129e+00  3.9382324e+00
  6.7843966e+00  3.1629546e+00  3.6632416e+00  3.8393452e+00]",shut_to_learn
"[-742.027       65.8748     -25.318132    28.511122   -31.271658
    7.1710343  -32.53635     -2.512676   -20.972128   -14.96784
  -16.487501   -23.05979     -8.47241    -21.65422     -4.06987
  -14.894675    -2.995558    -8.381612    -4.5127225   -5.5969486
   -4.7083917    0.9793118   -5.5549774    2.22118     -2.0153902
    3.389232    -2.526295     3.5446265    2.7105947    2.639966
    3.2950897    1.880551     5.6083875    1.6416267    7.308653
    2.6168857    5.0660443    3.1071687    4.8447833    4.1973763]",shut_to_learn
"[-6.98383484e+02  6.19381447e+01 -9.72574425e+00  1.69201069e+01
 -1.59560556e+01 -2.01473880e+00 -2.56132088e+01 -6.91785717e+00
 -2.05426140e+01 -1.36930838e+01 -1.46520529e+01 -2.20146828e+01
 -1.39357433e+01 -2.34064159e+01 -1.03823395e+01 -1.56111155e+01
 -8.40297604e+00 -8.96511364e+00 -5.78215456e+00 -5.86613989e+00
 -6.66599178e+00 -2.13233471e+00 -4.55063868e+00  1.59676600e+00
 -2.92972565e+00  5.61335385e-01 -1.23484261e-01  3.83048797e+00
  5.44036865e+00  4.85778093e+00  6.29554224e+00  3.17980719e+00
  4.69333315e+00  3.53096080e+00  6.43336296e+00  4.88438892e+00
  5.71226311e+00  5.17986107e+00  4.73551512e+00  4.39225578e+00]",shut_to_learn
"[-7.5926959e+02  7.8094429e+01 -4.4880093e+01  4.5066433e+01
 -4.3944637e+01  1.7612638e+01 -3.7072330e+01  1.7073488e+00
 -2.7886971e+01 -1.2716683e+01 -1.3922049e+01 -1.8780962e+01
 -4.4570298e+00 -2.3345634e+01 -3.9890510e-01 -1.5926573e+01
  1.9157042e-01 -1.4292195e+01 -2.3336623e+00 -8.1347494e+00
 -7.0357771e+00  5.1878220e-01 -4.1519389e+00  4.2892580e+00
 -4.6900945e+00  7.4656386e+00 -2.0929790e+00  4.8383312e+00
  6.0852540e-01  3.1922712e+00  1.9524313e+00  2.9539676e+00
  8.2821274e+00  2.0954514e+00  8.2880993e+00  2.1196811e+00
  6.9355702e+00  1.4233509e+00  4.7681170e+00  2.7009497e+00]",shut_to_learn
"[-7.4351031e+02  6.0985470e+01 -2.7882315e+01  2.7964890e+01
 -3.3539135e+01  1.0047954e+01 -2.4944643e+01 -1.2428699e-01
 -1.5917513e+01 -1.1936831e+01 -1.2685753e+01 -2.0375446e+01
 -9.0156450e+00 -2.1906153e+01 -4.9058213e+00 -1.4734224e+01
 -5.5312943e+00 -1.1414573e+01 -5.4253025e+00 -5.5464334e+00
 -1.0063933e+01 -2.6793664e+00 -4.6257133e+00 -9.9797440e-01
 -4.7779860e+00  3.9262176e+00  1.4152179e+00  6.6570768e+00
  5.8031712e+00  5.4372716e+00  2.0449188e+00  1.3286937e+00
  6.1996088e+00  2.4747748e+00  7.3703108e+00  1.5855724e+00
  5.2832823e+00  3.6702061e+00  4.1447597e+00  4.4618049e+00]",shut_to_learn
"[-745.71387     68.94874    -27.774977    28.178019   -32.768066
    5.144176   -25.975094    -1.8297055  -21.362682   -18.87128
  -17.182148   -21.02022    -11.447657   -22.127327    -2.0443528
  -14.46415     -6.243402    -8.925959    -1.3422817   -2.8547945
   -3.4887416    2.019587    -5.513652     2.1613553   -2.5001266
    5.35269      2.1391227    3.9349265    1.427904     1.4341147
    3.7700686    1.7546786    4.7901745    3.015018     8.331099
    3.2425756    6.050331     4.0429187    4.3532424    4.864726 ]",shut_to_learn
"[-7.3712769e+02  6.3409065e+01 -2.3214928e+01  2.9830961e+01
 -2.9705496e+01  5.7630801e+00 -2.6976234e+01 -3.3800094e+00
 -2.0872116e+01 -1.4906984e+01 -1.5863116e+01 -2.2241520e+01
 -1.0044661e+01 -2.0840883e+01 -5.7166247e+00 -1.7539993e+01
 -3.6309578e+00 -9.8435917e+00 -6.5986094e+00 -4.2932148e+00
 -5.1122484e+00 -1.0287760e+00 -6.0639768e+00  4.2229671e+00
 -1.9664087e+00  3.7997448e+00  5.3088665e-01  2.4716918e+00
  1.8498483e+00  2.5726771e+00  4.8611093e+00  2.3583508e+00
  6.2065625e+00  3.5033691e+00  7.4640346e+00  4.4823031e+00
  6.3825202e+00  3.2684019e+00  3.8334143e+00  3.2422619e+00]",shut_to_learn
"[-6.3068695e+02  8.3753754e+01 -7.0182846e+01  3.0290159e+01
 -5.6679718e+01  4.4258027e+00 -4.5152882e+01 -4.3255744e+00
 -3.0158228e+01 -1.2544448e+01 -1.5952569e+01 -2.4080757e+01
 -2.6956501e+00 -2.1682558e+01 -3.1193814e+00 -2.1170237e+01
  8.1151921e-01 -9.9022627e+00 -5.3510861e+00 -6.8599224e+00
 -7.3866787e+00  3.5728088e-01 -3.6767974e+00  8.5102397e-01
 -4.7269325e+00  6.8312631e+00 -3.0357072e+00  3.5049105e+00
 -3.4909647e-02  5.5663509e+00  4.6724539e+00  6.4993626e-01
  2.6212492e+00  3.4204274e-02  7.1770058e+00 -7.4104202e-01
  7.0524359e+00  3.6567800e+00  6.2354407e+00  3.9793241e+00]",shut_to_learn
"[-7.5894440e+02  7.6441185e+01 -3.4749458e+01  3.8118145e+01
 -4.3364040e+01  1.8310755e+01 -3.3707253e+01  3.2973092e+00
 -2.5671486e+01 -1.2910396e+01 -1.4407566e+01 -2.1286180e+01
 -5.1587696e+00 -1.9876141e+01 -1.4534830e+00 -2.0025324e+01
 -2.0636110e+00 -1.3464989e+01 -2.2383878e+00 -4.2052560e+00
 -5.5299397e+00 -6.3332909e-01 -4.7086120e+00  3.5176837e+00
 -5.0719080e+00  4.0043297e+00 -4.9948602e+00  2.5479705e+00
 -1.8486042e+00 -2.1113621e-02 -1.0139204e+00 -8.6867881e-01
  4.1910739e+00  1.7672952e+00  1.0516887e+01  5.7028780e+00
  1.1130229e+01  5.0161557e+00  6.9220405e+00  2.7703836e+00]",shut_to_learn
"[-7.5285425e+02  6.2328281e+01 -2.5328176e+01  2.7415520e+01
 -2.9899302e+01  9.0855551e+00 -2.6760120e+01  2.2982426e+00
 -1.7577272e+01 -1.0174769e+01 -1.1957423e+01 -1.9796686e+01
 -8.8490677e+00 -2.1123322e+01 -5.7010026e+00 -1.8498631e+01
 -5.6009126e+00 -1.1691035e+01 -5.6775727e+00 -7.6073370e+00
 -8.2470522e+00 -2.8573990e+00 -7.5511723e+00  1.6192870e+00
 -3.6972766e+00  3.7850091e+00 -2.4966386e-01  4.8895855e+00
  3.1234872e+00  3.5671608e+00  3.6532786e+00  2.5846951e+00
  8.4976587e+00  6.0346498e+00  1.0037689e+01  3.8371315e+00
  7.3000808e+00  4.1252871e+00  5.2137618e+00  4.5278449e+00]",shut_to_learn
"[-7.2310382e+02  6.4419609e+01 -2.4389990e+01  2.6545893e+01
 -3.3759884e+01  3.6775959e-01 -2.5089832e+01 -5.5340157e+00
 -2.4881016e+01 -1.7253613e+01 -1.6800230e+01 -2.1307247e+01
 -8.7325850e+00 -1.9856331e+01 -5.8968825e+00 -1.5750021e+01
 -6.1472182e+00 -1.1129529e+01 -5.6386571e+00 -1.7598189e+00
  1.3171809e+00  4.5330944e+00  6.4499032e-01  4.8779402e+00
 -4.5856605e+00  1.8713547e+00 -5.1758844e-01  3.4610963e+00
  1.3986094e+00  1.9603353e+00  1.6181614e+00  3.9539897e-01
  6.7658720e+00  2.2215688e+00  3.4898219e+00 -3.9154613e-01
  3.7288210e+00  2.7723668e+00  4.2859888e+00  3.7473655e+00]",shut_to_learn
"[-7.6021826e+02  6.8843307e+01 -3.4634319e+01  4.0686375e+01
 -3.6489277e+01  1.4540861e+01 -3.2982822e+01  1.9094663e+00
 -2.4127438e+01 -1.3008700e+01 -1.5632477e+01 -2.4111763e+01
 -7.7738853e+00 -1.9230961e+01 -1.7207566e+00 -1.7146399e+01
 -1.1533048e+00 -1.0851206e+01 -9.1686994e-01 -4.1468415e+00
 -3.9710546e+00 -1.3729752e+00 -5.8431654e+00  2.6504769e+00
 -5.4379425e+00  4.8876290e+00 -3.9463642e+00  2.7096057e+00
 -1.4158057e+00  1.6322328e+00  2.5945778e+00  1.2564462e+00
  4.8649063e+00 -4.8975354e-01  5.9781899e+00  7.9335976e-01
  6.1596837e+00  2.5005779e+00  5.3009129e+00  3.4240334e+00]",shut_to_learn
"[-7.5430414e+02  7.0304802e+01 -2.8798986e+01  3.3090439e+01
 -3.5309826e+01  1.4965405e+01 -3.3758656e+01  3.4702375e+00
 -2.3488216e+01 -9.8012486e+00 -1.4821435e+01 -2.0892342e+01
 -7.2668953e+00 -2.4140497e+01 -2.5962722e+00 -1.9419323e+01
 -7.8627789e-01 -1.2889576e+01 -5.6593661e+00 -8.7975578e+00
 -8.9868965e+00 -1.5753726e+00 -7.9502668e+00  3.1144214e+00
 -5.2304368e+00  6.8290987e+00  1.3710587e+00  8.3940201e+00
  6.6648378e+00  5.9712172e+00  4.0538545e+00 -3.3250573e-01
  5.4973626e+00  1.9844919e+00  7.7129631e+00  1.3241169e+00
  4.9439411e+00  1.9722189e+00  5.2847376e+00  4.6651225e+00]",shut_to_learn
"[-5.88423584e+02  7.87583160e+01 -5.09583702e+01  1.16762104e+01
 -2.55354500e+01 -4.93882036e+00 -3.28263321e+01 -1.15455999e+01
 -2.32509232e+01 -1.93036823e+01 -1.46861286e+01 -2.68730068e+01
 -1.29968042e+01 -2.39723358e+01 -1.26590595e+01 -1.11876144e+01
 -7.83597231e+00 -9.26492405e+00 -1.16511559e+00 -5.05633020e+00
 -1.04750843e+01  4.27048355e-02 -4.35639286e+00 -1.90132964e+00
  8.29408288e-01  3.47475290e+00 -3.15030813e+00  2.07689333e+00
  2.45839262e+00 -5.89471340e-01  4.65407372e+00  4.70010614e+00
  5.11615992e+00  6.24924231e+00  1.04108925e+01  4.21083641e+00
  3.90620923e+00  2.83411193e+00  4.34321165e+00  4.54042339e+00]",shut_to_learn
"[-7.4183661e+02  6.5849159e+01 -2.4575155e+01  2.7731106e+01
 -3.3452248e+01  1.0508712e+01 -2.5814304e+01 -3.5159638e+00
 -2.5676310e+01 -1.5741803e+01 -1.1021861e+01 -1.7253365e+01
 -7.8581419e+00 -2.1180784e+01 -4.6279044e+00 -1.7933470e+01
 -3.6249068e+00 -8.9789696e+00 -5.1332064e+00 -5.1940479e+00
 -7.7740211e+00 -3.0622406e+00 -7.5412097e+00 -6.4019954e-01
 -6.1855536e+00  3.8793442e+00  2.0715494e+00  7.6311765e+00
  6.8233390e+00  4.7001057e+00  2.2070141e+00  1.1487317e+00
  7.5249767e+00  3.9303720e+00  9.1131144e+00  3.7500715e+00
  4.8563671e+00  2.7631166e+00  4.9312134e+00  4.7381649e+00]",shut_to_learn
"[-7.0543896e+02  8.7720421e+01 -5.2439312e+01  2.4510242e+01
 -4.4365772e+01  7.7549009e+00 -4.0998512e+01 -3.1065221e+00
 -2.1203150e+01 -6.4215627e+00 -1.2883466e+01 -1.8912243e+01
  9.2482758e-01 -1.8823790e+01 -5.1280313e+00 -2.3161148e+01
 -1.3568634e+00 -7.2463312e+00 -6.3665829e+00 -1.0193846e+01
 -7.5313654e+00 -1.2339953e+00 -6.7661123e+00 -3.9533299e-01
 -7.3567886e+00  5.3953214e+00 -2.2257197e+00  1.6584088e+00
  7.5099462e-01  5.4282570e+00  6.2480164e+00  3.2147026e+00
  4.7209706e+00  8.2194531e-01  6.4194922e+00  1.9066320e-01
  6.4269705e+00  5.6657338e+00  1.0228251e+01  4.6316428e+00]",shut_to_learn
